datetime,patient_visits,patient_types,visit_times,patient_type_1,visit_time_1,patient_type_2,visit_time_2,patient_type_3,visit_time_3,patient_type_4,visit_time_4,patient_type_5,visit_time_5,patient_type_6,visit_time_6,patient_type_7,visit_time_7,patient_type_8,visit_time_8
2019-03-20 02:59:00,3,['B' 'B' 'C'],"[Timestamp('2019-03-20 02:27:00'), Timestamp('2019-03-20 02:27:00'), Timestamp('2019-03-20 02:36:00')]",B,2019-03-20 02:27:00,B,2019-03-20 02:27:00,C,2019-03-20 02:36:00,,,,,,,,,,
2019-03-20 03:59:00,3,['B' 'B' 'C'],"[Timestamp('2019-03-20 03:50:00'), Timestamp('2019-03-20 03:06:00'), Timestamp('2019-03-20 03:49:00')]",B,2019-03-20 03:50:00,B,2019-03-20 03:06:00,C,2019-03-20 03:49:00,,,,,,,,,,
2019-03-20 04:59:00,6,['B' 'A' 'B' 'A' 'B' 'B'],"[Timestamp('2019-03-20 04:12:00'), Timestamp('2019-03-20 04:16:00'), Timestamp('2019-03-20 04:18:00'), Timestamp('2019-03-20 04:30:00'), Timestamp('2019-03-20 04:11:00'), Timestamp('2019-03-20 04:25:00')]",B,2019-03-20 04:12:00,A,2019-03-20 04:16:00,B,2019-03-20 04:18:00,A,2019-03-20 04:30:00,B,2019-03-20 04:11:00,B,2019-03-20 04:25:00,,,,
2019-03-20 05:59:00,4,['C' 'C' 'B' 'A'],"[Timestamp('2019-03-20 05:26:00'), Timestamp('2019-03-20 05:14:00'), Timestamp('2019-03-20 05:41:00'), Timestamp('2019-03-20 05:03:00')]",C,2019-03-20 05:26:00,C,2019-03-20 05:14:00,B,2019-03-20 05:41:00,A,2019-03-20 05:03:00,,,,,,,,
2019-03-20 06:59:00,6,['B' 'C' 'A' 'A' 'C' 'A'],"[Timestamp('2019-03-20 06:37:00'), Timestamp('2019-03-20 06:53:00'), Timestamp('2019-03-20 06:09:00'), Timestamp('2019-03-20 06:34:00'), Timestamp('2019-03-20 06:51:00'), Timestamp('2019-03-20 06:07:00')]",B,2019-03-20 06:37:00,C,2019-03-20 06:53:00,A,2019-03-20 06:09:00,A,2019-03-20 06:34:00,C,2019-03-20 06:51:00,A,2019-03-20 06:07:00,,,,
2019-03-20 07:59:00,3,['A' 'C' 'A'],"[Timestamp('2019-03-20 07:42:00'), Timestamp('2019-03-20 07:11:00'), Timestamp('2019-03-20 07:18:00')]",A,2019-03-20 07:42:00,C,2019-03-20 07:11:00,A,2019-03-20 07:18:00,,,,,,,,,,
2019-03-20 08:59:00,3,['B' 'D' 'C'],"[Timestamp('2019-03-20 08:47:00'), Timestamp('2019-03-20 08:29:00'), Timestamp('2019-03-20 08:11:00')]",B,2019-03-20 08:47:00,D,2019-03-20 08:29:00,C,2019-03-20 08:11:00,,,,,,,,,,
2019-03-20 09:59:00,5,['B' 'B' 'D' 'A' 'B'],"[Timestamp('2019-03-20 09:38:00'), Timestamp('2019-03-20 09:24:00'), Timestamp('2019-03-20 09:43:00'), Timestamp('2019-03-20 09:58:00'), Timestamp('2019-03-20 09:08:00')]",B,2019-03-20 09:38:00,B,2019-03-20 09:24:00,D,2019-03-20 09:43:00,A,2019-03-20 09:58:00,B,2019-03-20 09:08:00,,,,,,
2019-03-20 10:59:00,6,['B' 'C' 'C' 'C' 'A' 'B'],"[Timestamp('2019-03-20 10:39:00'), Timestamp('2019-03-20 10:45:00'), Timestamp('2019-03-20 10:29:00'), Timestamp('2019-03-20 10:13:00'), Timestamp('2019-03-20 10:24:00'), Timestamp('2019-03-20 10:56:00')]",B,2019-03-20 10:39:00,C,2019-03-20 10:45:00,C,2019-03-20 10:29:00,C,2019-03-20 10:13:00,A,2019-03-20 10:24:00,B,2019-03-20 10:56:00,,,,
2019-03-20 11:59:00,5,['C' 'A' 'B' 'B' 'B'],"[Timestamp('2019-03-20 11:24:00'), Timestamp('2019-03-20 11:05:00'), Timestamp('2019-03-20 11:11:00'), Timestamp('2019-03-20 11:02:00'), Timestamp('2019-03-20 11:48:00')]",C,2019-03-20 11:24:00,A,2019-03-20 11:05:00,B,2019-03-20 11:11:00,B,2019-03-20 11:02:00,B,2019-03-20 11:48:00,,,,,,
2019-03-20 12:59:00,5,['B' 'B' 'A' 'B' 'A'],"[Timestamp('2019-03-20 12:32:00'), Timestamp('2019-03-20 12:30:00'), Timestamp('2019-03-20 12:55:00'), Timestamp('2019-03-20 12:09:00'), Timestamp('2019-03-20 12:46:00')]",B,2019-03-20 12:32:00,B,2019-03-20 12:30:00,A,2019-03-20 12:55:00,B,2019-03-20 12:09:00,A,2019-03-20 12:46:00,,,,,,
2019-03-20 13:59:00,4,['D' 'C' 'D' 'A'],"[Timestamp('2019-03-20 13:00:00'), Timestamp('2019-03-20 13:25:00'), Timestamp('2019-03-20 13:22:00'), Timestamp('2019-03-20 13:12:00')]",D,2019-03-20 13:00:00,C,2019-03-20 13:25:00,D,2019-03-20 13:22:00,A,2019-03-20 13:12:00,,,,,,,,
2019-03-20 14:59:00,5,['A' 'C' 'C' 'B' 'A'],"[Timestamp('2019-03-20 14:12:00'), Timestamp('2019-03-20 14:30:00'), Timestamp('2019-03-20 14:03:00'), Timestamp('2019-03-20 14:35:00'), Timestamp('2019-03-20 14:35:00')]",A,2019-03-20 14:12:00,C,2019-03-20 14:30:00,C,2019-03-20 14:03:00,B,2019-03-20 14:35:00,A,2019-03-20 14:35:00,,,,,,
2019-03-20 15:59:00,2,['A' 'D'],"[Timestamp('2019-03-20 15:15:00'), Timestamp('2019-03-20 15:40:00')]",A,2019-03-20 15:15:00,D,2019-03-20 15:40:00,,,,,,,,,,,,
2019-03-20 16:59:00,5,['C' 'B' 'D' 'C' 'C'],"[Timestamp('2019-03-20 16:46:00'), Timestamp('2019-03-20 16:42:00'), Timestamp('2019-03-20 16:30:00'), Timestamp('2019-03-20 16:30:00'), Timestamp('2019-03-20 16:39:00')]",C,2019-03-20 16:46:00,B,2019-03-20 16:42:00,D,2019-03-20 16:30:00,C,2019-03-20 16:30:00,C,2019-03-20 16:39:00,,,,,,
2019-03-20 17:59:00,6,['A' 'A' 'A' 'C' 'D' 'A'],"[Timestamp('2019-03-20 17:00:00'), Timestamp('2019-03-20 17:15:00'), Timestamp('2019-03-20 17:26:00'), Timestamp('2019-03-20 17:54:00'), Timestamp('2019-03-20 17:55:00'), Timestamp('2019-03-20 17:02:00')]",A,2019-03-20 17:00:00,A,2019-03-20 17:15:00,A,2019-03-20 17:26:00,C,2019-03-20 17:54:00,D,2019-03-20 17:55:00,A,2019-03-20 17:02:00,,,,
2019-03-20 18:59:00,7,['B' 'B' 'B' 'C' 'B' 'C' 'B'],"[Timestamp('2019-03-20 18:29:00'), Timestamp('2019-03-20 18:07:00'), Timestamp('2019-03-20 18:30:00'), Timestamp('2019-03-20 18:03:00'), Timestamp('2019-03-20 18:11:00'), Timestamp('2019-03-20 18:40:00'), Timestamp('2019-03-20 18:10:00')]",B,2019-03-20 18:29:00,B,2019-03-20 18:07:00,B,2019-03-20 18:30:00,C,2019-03-20 18:03:00,B,2019-03-20 18:11:00,C,2019-03-20 18:40:00,B,2019-03-20 18:10:00,,
2019-03-20 19:59:00,5,['B' 'A' 'D' 'B' 'B'],"[Timestamp('2019-03-20 19:35:00'), Timestamp('2019-03-20 19:52:00'), Timestamp('2019-03-20 19:46:00'), Timestamp('2019-03-20 19:54:00'), Timestamp('2019-03-20 19:57:00')]",B,2019-03-20 19:35:00,A,2019-03-20 19:52:00,D,2019-03-20 19:46:00,B,2019-03-20 19:54:00,B,2019-03-20 19:57:00,,,,,,
2019-03-20 20:59:00,4,['C' 'B' 'C' 'C'],"[Timestamp('2019-03-20 20:22:00'), Timestamp('2019-03-20 20:48:00'), Timestamp('2019-03-20 20:37:00'), Timestamp('2019-03-20 20:03:00')]",C,2019-03-20 20:22:00,B,2019-03-20 20:48:00,C,2019-03-20 20:37:00,C,2019-03-20 20:03:00,,,,,,,,
2019-03-20 21:59:00,3,['A' 'A' 'A'],"[Timestamp('2019-03-20 21:11:00'), Timestamp('2019-03-20 21:11:00'), Timestamp('2019-03-20 21:42:00')]",A,2019-03-20 21:11:00,A,2019-03-20 21:11:00,A,2019-03-20 21:42:00,,,,,,,,,,
2019-03-20 22:59:00,5,['B' 'B' 'B' 'A' 'A'],"[Timestamp('2019-03-20 22:39:00'), Timestamp('2019-03-20 22:25:00'), Timestamp('2019-03-20 22:03:00'), Timestamp('2019-03-20 22:26:00'), Timestamp('2019-03-20 22:19:00')]",B,2019-03-20 22:39:00,B,2019-03-20 22:25:00,B,2019-03-20 22:03:00,A,2019-03-20 22:26:00,A,2019-03-20 22:19:00,,,,,,
2019-03-20 23:59:00,6,['C' 'A' 'D' 'B' 'A' 'A'],"[Timestamp('2019-03-20 23:52:00'), Timestamp('2019-03-20 23:17:00'), Timestamp('2019-03-20 23:00:00'), Timestamp('2019-03-20 23:26:00'), Timestamp('2019-03-20 23:55:00'), Timestamp('2019-03-20 23:47:00')]",C,2019-03-20 23:52:00,A,2019-03-20 23:17:00,D,2019-03-20 23:00:00,B,2019-03-20 23:26:00,A,2019-03-20 23:55:00,A,2019-03-20 23:47:00,,,,
2019-03-21 00:59:00,5,['B' 'C' 'B' 'C' 'B'],"[Timestamp('2019-03-21 00:39:00'), Timestamp('2019-03-21 00:21:00'), Timestamp('2019-03-21 00:30:00'), Timestamp('2019-03-21 00:33:00'), Timestamp('2019-03-21 00:56:00')]",B,2019-03-21 00:39:00,C,2019-03-21 00:21:00,B,2019-03-21 00:30:00,C,2019-03-21 00:33:00,B,2019-03-21 00:56:00,,,,,,
2019-03-21 01:59:00,4,['B' 'B' 'D' 'B'],"[Timestamp('2019-03-21 01:05:00'), Timestamp('2019-03-21 01:36:00'), Timestamp('2019-03-21 01:43:00'), Timestamp('2019-03-21 01:23:00')]",B,2019-03-21 01:05:00,B,2019-03-21 01:36:00,D,2019-03-21 01:43:00,B,2019-03-21 01:23:00,,,,,,,,
2019-03-21 02:59:00,2,['A' 'D'],"[Timestamp('2019-03-21 02:16:00'), Timestamp('2019-03-21 02:51:00')]",A,2019-03-21 02:16:00,D,2019-03-21 02:51:00,,,,,,,,,,,,
2019-03-21 03:59:00,3,['B' 'C' 'A'],"[Timestamp('2019-03-21 03:16:00'), Timestamp('2019-03-21 03:40:00'), Timestamp('2019-03-21 03:10:00')]",B,2019-03-21 03:16:00,C,2019-03-21 03:40:00,A,2019-03-21 03:10:00,,,,,,,,,,
2019-03-21 04:59:00,3,['A' 'B' 'A'],"[Timestamp('2019-03-21 04:46:00'), Timestamp('2019-03-21 04:32:00'), Timestamp('2019-03-21 04:56:00')]",A,2019-03-21 04:46:00,B,2019-03-21 04:32:00,A,2019-03-21 04:56:00,,,,,,,,,,
2019-03-21 05:59:00,2,['C' 'B'],"[Timestamp('2019-03-21 05:52:00'), Timestamp('2019-03-21 05:23:00')]",C,2019-03-21 05:52:00,B,2019-03-21 05:23:00,,,,,,,,,,,,
2019-03-21 06:59:00,5,['D' 'C' 'A' 'B' 'A'],"[Timestamp('2019-03-21 06:14:00'), Timestamp('2019-03-21 06:27:00'), Timestamp('2019-03-21 06:39:00'), Timestamp('2019-03-21 06:45:00'), Timestamp('2019-03-21 06:19:00')]",D,2019-03-21 06:14:00,C,2019-03-21 06:27:00,A,2019-03-21 06:39:00,B,2019-03-21 06:45:00,A,2019-03-21 06:19:00,,,,,,
2019-03-21 07:59:00,1,['B'],[Timestamp('2019-03-21 07:31:00')],B,2019-03-21 07:31:00,,,,,,,,,,,,,,
2019-03-21 08:59:00,4,['B' 'D' 'A' 'B'],"[Timestamp('2019-03-21 08:29:00'), Timestamp('2019-03-21 08:58:00'), Timestamp('2019-03-21 08:23:00'), Timestamp('2019-03-21 08:22:00')]",B,2019-03-21 08:29:00,D,2019-03-21 08:58:00,A,2019-03-21 08:23:00,B,2019-03-21 08:22:00,,,,,,,,
2019-03-21 09:59:00,5,['B' 'B' 'B' 'B' 'B'],"[Timestamp('2019-03-21 09:44:00'), Timestamp('2019-03-21 09:15:00'), Timestamp('2019-03-21 09:12:00'), Timestamp('2019-03-21 09:41:00'), Timestamp('2019-03-21 09:02:00')]",B,2019-03-21 09:44:00,B,2019-03-21 09:15:00,B,2019-03-21 09:12:00,B,2019-03-21 09:41:00,B,2019-03-21 09:02:00,,,,,,
2019-03-21 10:59:00,6,['B' 'D' 'A' 'C' 'A' 'C'],"[Timestamp('2019-03-21 10:51:00'), Timestamp('2019-03-21 10:36:00'), Timestamp('2019-03-21 10:05:00'), Timestamp('2019-03-21 10:17:00'), Timestamp('2019-03-21 10:51:00'), Timestamp('2019-03-21 10:25:00')]",B,2019-03-21 10:51:00,D,2019-03-21 10:36:00,A,2019-03-21 10:05:00,C,2019-03-21 10:17:00,A,2019-03-21 10:51:00,C,2019-03-21 10:25:00,,,,
2019-03-21 11:59:00,4,['A' 'D' 'B' 'B'],"[Timestamp('2019-03-21 11:25:00'), Timestamp('2019-03-21 11:00:00'), Timestamp('2019-03-21 11:09:00'), Timestamp('2019-03-21 11:39:00')]",A,2019-03-21 11:25:00,D,2019-03-21 11:00:00,B,2019-03-21 11:09:00,B,2019-03-21 11:39:00,,,,,,,,
2019-03-21 12:59:00,4,['A' 'A' 'C' 'D'],"[Timestamp('2019-03-21 12:34:00'), Timestamp('2019-03-21 12:14:00'), Timestamp('2019-03-21 12:19:00'), Timestamp('2019-03-21 12:21:00')]",A,2019-03-21 12:34:00,A,2019-03-21 12:14:00,C,2019-03-21 12:19:00,D,2019-03-21 12:21:00,,,,,,,,
2019-03-21 13:59:00,3,['C' 'C' 'C'],"[Timestamp('2019-03-21 13:03:00'), Timestamp('2019-03-21 13:21:00'), Timestamp('2019-03-21 13:35:00')]",C,2019-03-21 13:03:00,C,2019-03-21 13:21:00,C,2019-03-21 13:35:00,,,,,,,,,,
2019-03-21 14:59:00,5,['C' 'C' 'A' 'A' 'B'],"[Timestamp('2019-03-21 14:42:00'), Timestamp('2019-03-21 14:54:00'), Timestamp('2019-03-21 14:01:00'), Timestamp('2019-03-21 14:48:00'), Timestamp('2019-03-21 14:47:00')]",C,2019-03-21 14:42:00,C,2019-03-21 14:54:00,A,2019-03-21 14:01:00,A,2019-03-21 14:48:00,B,2019-03-21 14:47:00,,,,,,
2019-03-21 15:59:00,4,['A' 'B' 'B' 'B'],"[Timestamp('2019-03-21 15:06:00'), Timestamp('2019-03-21 15:47:00'), Timestamp('2019-03-21 15:43:00'), Timestamp('2019-03-21 15:15:00')]",A,2019-03-21 15:06:00,B,2019-03-21 15:47:00,B,2019-03-21 15:43:00,B,2019-03-21 15:15:00,,,,,,,,
2019-03-21 16:59:00,5,['C' 'D' 'D' 'A' 'C'],"[Timestamp('2019-03-21 16:57:00'), Timestamp('2019-03-21 16:33:00'), Timestamp('2019-03-21 16:52:00'), Timestamp('2019-03-21 16:19:00'), Timestamp('2019-03-21 16:07:00')]",C,2019-03-21 16:57:00,D,2019-03-21 16:33:00,D,2019-03-21 16:52:00,A,2019-03-21 16:19:00,C,2019-03-21 16:07:00,,,,,,
2019-03-21 17:59:00,7,['C' 'D' 'D' 'A' 'B' 'D' 'A'],"[Timestamp('2019-03-21 17:50:00'), Timestamp('2019-03-21 17:36:00'), Timestamp('2019-03-21 17:38:00'), Timestamp('2019-03-21 17:28:00'), Timestamp('2019-03-21 17:36:00'), Timestamp('2019-03-21 17:57:00'), Timestamp('2019-03-21 17:18:00')]",C,2019-03-21 17:50:00,D,2019-03-21 17:36:00,D,2019-03-21 17:38:00,A,2019-03-21 17:28:00,B,2019-03-21 17:36:00,D,2019-03-21 17:57:00,A,2019-03-21 17:18:00,,
2019-03-21 18:59:00,7,['B' 'A' 'C' 'A' 'A' 'C' 'C'],"[Timestamp('2019-03-21 18:15:00'), Timestamp('2019-03-21 18:43:00'), Timestamp('2019-03-21 18:27:00'), Timestamp('2019-03-21 18:33:00'), Timestamp('2019-03-21 18:15:00'), Timestamp('2019-03-21 18:06:00'), Timestamp('2019-03-21 18:11:00')]",B,2019-03-21 18:15:00,A,2019-03-21 18:43:00,C,2019-03-21 18:27:00,A,2019-03-21 18:33:00,A,2019-03-21 18:15:00,C,2019-03-21 18:06:00,C,2019-03-21 18:11:00,,
2019-03-21 19:59:00,4,['C' 'D' 'D' 'B'],"[Timestamp('2019-03-21 19:43:00'), Timestamp('2019-03-21 19:22:00'), Timestamp('2019-03-21 19:22:00'), Timestamp('2019-03-21 19:58:00')]",C,2019-03-21 19:43:00,D,2019-03-21 19:22:00,D,2019-03-21 19:22:00,B,2019-03-21 19:58:00,,,,,,,,
2019-03-21 20:59:00,4,['D' 'A' 'B' 'A'],"[Timestamp('2019-03-21 20:19:00'), Timestamp('2019-03-21 20:52:00'), Timestamp('2019-03-21 20:45:00'), Timestamp('2019-03-21 20:21:00')]",D,2019-03-21 20:19:00,A,2019-03-21 20:52:00,B,2019-03-21 20:45:00,A,2019-03-21 20:21:00,,,,,,,,
2019-03-21 21:59:00,3,['A' 'D' 'B'],"[Timestamp('2019-03-21 21:39:00'), Timestamp('2019-03-21 21:54:00'), Timestamp('2019-03-21 21:19:00')]",A,2019-03-21 21:39:00,D,2019-03-21 21:54:00,B,2019-03-21 21:19:00,,,,,,,,,,
2019-03-21 22:59:00,4,['A' 'B' 'C' 'B'],"[Timestamp('2019-03-21 22:47:00'), Timestamp('2019-03-21 22:22:00'), Timestamp('2019-03-21 22:19:00'), Timestamp('2019-03-21 22:05:00')]",A,2019-03-21 22:47:00,B,2019-03-21 22:22:00,C,2019-03-21 22:19:00,B,2019-03-21 22:05:00,,,,,,,,
2019-03-21 23:59:00,6,['A' 'C' 'A' 'B' 'B' 'D'],"[Timestamp('2019-03-21 23:50:00'), Timestamp('2019-03-21 23:07:00'), Timestamp('2019-03-21 23:28:00'), Timestamp('2019-03-21 23:02:00'), Timestamp('2019-03-21 23:30:00'), Timestamp('2019-03-21 23:55:00')]",A,2019-03-21 23:50:00,C,2019-03-21 23:07:00,A,2019-03-21 23:28:00,B,2019-03-21 23:02:00,B,2019-03-21 23:30:00,D,2019-03-21 23:55:00,,,,
2019-03-22 00:59:00,5,['A' 'B' 'C' 'D' 'C'],"[Timestamp('2019-03-22 00:13:00'), Timestamp('2019-03-22 00:52:00'), Timestamp('2019-03-22 00:07:00'), Timestamp('2019-03-22 00:57:00'), Timestamp('2019-03-22 00:45:00')]",A,2019-03-22 00:13:00,B,2019-03-22 00:52:00,C,2019-03-22 00:07:00,D,2019-03-22 00:57:00,C,2019-03-22 00:45:00,,,,,,
2019-03-22 01:59:00,3,['B' 'D' 'A'],"[Timestamp('2019-03-22 01:33:00'), Timestamp('2019-03-22 01:42:00'), Timestamp('2019-03-22 01:56:00')]",B,2019-03-22 01:33:00,D,2019-03-22 01:42:00,A,2019-03-22 01:56:00,,,,,,,,,,
2019-03-22 02:59:00,6,['C' 'B' 'B' 'B' 'C' 'A'],"[Timestamp('2019-03-22 02:08:00'), Timestamp('2019-03-22 02:10:00'), Timestamp('2019-03-22 02:39:00'), Timestamp('2019-03-22 02:23:00'), Timestamp('2019-03-22 02:21:00'), Timestamp('2019-03-22 02:06:00')]",C,2019-03-22 02:08:00,B,2019-03-22 02:10:00,B,2019-03-22 02:39:00,B,2019-03-22 02:23:00,C,2019-03-22 02:21:00,A,2019-03-22 02:06:00,,,,
2019-03-22 03:59:00,6,['D' 'B' 'A' 'C' 'D' 'A'],"[Timestamp('2019-03-22 03:27:00'), Timestamp('2019-03-22 03:26:00'), Timestamp('2019-03-22 03:29:00'), Timestamp('2019-03-22 03:35:00'), Timestamp('2019-03-22 03:03:00'), Timestamp('2019-03-22 03:57:00')]",D,2019-03-22 03:27:00,B,2019-03-22 03:26:00,A,2019-03-22 03:29:00,C,2019-03-22 03:35:00,D,2019-03-22 03:03:00,A,2019-03-22 03:57:00,,,,
2019-03-22 04:59:00,3,['C' 'B' 'D'],"[Timestamp('2019-03-22 04:47:00'), Timestamp('2019-03-22 04:04:00'), Timestamp('2019-03-22 04:31:00')]",C,2019-03-22 04:47:00,B,2019-03-22 04:04:00,D,2019-03-22 04:31:00,,,,,,,,,,
2019-03-22 05:59:00,4,['C' 'A' 'C' 'C'],"[Timestamp('2019-03-22 05:52:00'), Timestamp('2019-03-22 05:16:00'), Timestamp('2019-03-22 05:34:00'), Timestamp('2019-03-22 05:06:00')]",C,2019-03-22 05:52:00,A,2019-03-22 05:16:00,C,2019-03-22 05:34:00,C,2019-03-22 05:06:00,,,,,,,,
2019-03-22 06:59:00,2,['C' 'A'],"[Timestamp('2019-03-22 06:43:00'), Timestamp('2019-03-22 06:03:00')]",C,2019-03-22 06:43:00,A,2019-03-22 06:03:00,,,,,,,,,,,,
2019-03-22 07:59:00,3,['A' 'C' 'B'],"[Timestamp('2019-03-22 07:57:00'), Timestamp('2019-03-22 07:02:00'), Timestamp('2019-03-22 07:03:00')]",A,2019-03-22 07:57:00,C,2019-03-22 07:02:00,B,2019-03-22 07:03:00,,,,,,,,,,
2019-03-22 08:59:00,3,['B' 'B' 'B'],"[Timestamp('2019-03-22 08:57:00'), Timestamp('2019-03-22 08:08:00'), Timestamp('2019-03-22 08:57:00')]",B,2019-03-22 08:57:00,B,2019-03-22 08:08:00,B,2019-03-22 08:57:00,,,,,,,,,,
2019-03-22 09:59:00,6,['D' 'A' 'B' 'C' 'C' 'C'],"[Timestamp('2019-03-22 09:48:00'), Timestamp('2019-03-22 09:57:00'), Timestamp('2019-03-22 09:48:00'), Timestamp('2019-03-22 09:04:00'), Timestamp('2019-03-22 09:43:00'), Timestamp('2019-03-22 09:24:00')]",D,2019-03-22 09:48:00,A,2019-03-22 09:57:00,B,2019-03-22 09:48:00,C,2019-03-22 09:04:00,C,2019-03-22 09:43:00,C,2019-03-22 09:24:00,,,,
2019-03-22 10:59:00,5,['A' 'B' 'A' 'B' 'D'],"[Timestamp('2019-03-22 10:17:00'), Timestamp('2019-03-22 10:47:00'), Timestamp('2019-03-22 10:54:00'), Timestamp('2019-03-22 10:44:00'), Timestamp('2019-03-22 10:10:00')]",A,2019-03-22 10:17:00,B,2019-03-22 10:47:00,A,2019-03-22 10:54:00,B,2019-03-22 10:44:00,D,2019-03-22 10:10:00,,,,,,
2019-03-22 11:59:00,5,['C' 'A' 'A' 'C' 'B'],"[Timestamp('2019-03-22 11:16:00'), Timestamp('2019-03-22 11:25:00'), Timestamp('2019-03-22 11:54:00'), Timestamp('2019-03-22 11:25:00'), Timestamp('2019-03-22 11:37:00')]",C,2019-03-22 11:16:00,A,2019-03-22 11:25:00,A,2019-03-22 11:54:00,C,2019-03-22 11:25:00,B,2019-03-22 11:37:00,,,,,,
2019-03-22 12:59:00,6,['C' 'C' 'C' 'B' 'D' 'B'],"[Timestamp('2019-03-22 12:18:00'), Timestamp('2019-03-22 12:32:00'), Timestamp('2019-03-22 12:01:00'), Timestamp('2019-03-22 12:43:00'), Timestamp('2019-03-22 12:02:00'), Timestamp('2019-03-22 12:51:00')]",C,2019-03-22 12:18:00,C,2019-03-22 12:32:00,C,2019-03-22 12:01:00,B,2019-03-22 12:43:00,D,2019-03-22 12:02:00,B,2019-03-22 12:51:00,,,,
2019-03-22 13:59:00,5,['A' 'B' 'D' 'A' 'B'],"[Timestamp('2019-03-22 13:29:00'), Timestamp('2019-03-22 13:05:00'), Timestamp('2019-03-22 13:04:00'), Timestamp('2019-03-22 13:19:00'), Timestamp('2019-03-22 13:09:00')]",A,2019-03-22 13:29:00,B,2019-03-22 13:05:00,D,2019-03-22 13:04:00,A,2019-03-22 13:19:00,B,2019-03-22 13:09:00,,,,,,
2019-03-22 14:59:00,5,['A' 'C' 'C' 'B' 'B'],"[Timestamp('2019-03-22 14:16:00'), Timestamp('2019-03-22 14:31:00'), Timestamp('2019-03-22 14:27:00'), Timestamp('2019-03-22 14:15:00'), Timestamp('2019-03-22 14:20:00')]",A,2019-03-22 14:16:00,C,2019-03-22 14:31:00,C,2019-03-22 14:27:00,B,2019-03-22 14:15:00,B,2019-03-22 14:20:00,,,,,,
2019-03-22 15:59:00,6,['B' 'C' 'D' 'A' 'A' 'C'],"[Timestamp('2019-03-22 15:44:00'), Timestamp('2019-03-22 15:05:00'), Timestamp('2019-03-22 15:57:00'), Timestamp('2019-03-22 15:19:00'), Timestamp('2019-03-22 15:34:00'), Timestamp('2019-03-22 15:27:00')]",B,2019-03-22 15:44:00,C,2019-03-22 15:05:00,D,2019-03-22 15:57:00,A,2019-03-22 15:19:00,A,2019-03-22 15:34:00,C,2019-03-22 15:27:00,,,,
2019-03-22 16:59:00,1,['D'],[Timestamp('2019-03-22 16:39:00')],D,2019-03-22 16:39:00,,,,,,,,,,,,,,
2019-03-22 17:59:00,4,['D' 'B' 'A' 'C'],"[Timestamp('2019-03-22 17:00:00'), Timestamp('2019-03-22 17:15:00'), Timestamp('2019-03-22 17:26:00'), Timestamp('2019-03-22 17:06:00')]",D,2019-03-22 17:00:00,B,2019-03-22 17:15:00,A,2019-03-22 17:26:00,C,2019-03-22 17:06:00,,,,,,,,
2019-03-22 18:59:00,6,['B' 'A' 'B' 'A' 'B' 'D'],"[Timestamp('2019-03-22 18:50:00'), Timestamp('2019-03-22 18:40:00'), Timestamp('2019-03-22 18:32:00'), Timestamp('2019-03-22 18:57:00'), Timestamp('2019-03-22 18:06:00'), Timestamp('2019-03-22 18:04:00')]",B,2019-03-22 18:50:00,A,2019-03-22 18:40:00,B,2019-03-22 18:32:00,A,2019-03-22 18:57:00,B,2019-03-22 18:06:00,D,2019-03-22 18:04:00,,,,
2019-03-22 19:59:00,3,['A' 'B' 'A'],"[Timestamp('2019-03-22 19:57:00'), Timestamp('2019-03-22 19:42:00'), Timestamp('2019-03-22 19:19:00')]",A,2019-03-22 19:57:00,B,2019-03-22 19:42:00,A,2019-03-22 19:19:00,,,,,,,,,,
2019-03-22 20:59:00,1,['A'],[Timestamp('2019-03-22 20:45:00')],A,2019-03-22 20:45:00,,,,,,,,,,,,,,
2019-03-22 21:59:00,3,['D' 'D' 'B'],"[Timestamp('2019-03-22 21:36:00'), Timestamp('2019-03-22 21:55:00'), Timestamp('2019-03-22 21:36:00')]",D,2019-03-22 21:36:00,D,2019-03-22 21:55:00,B,2019-03-22 21:36:00,,,,,,,,,,
2019-03-22 22:59:00,3,['B' 'B' 'B'],"[Timestamp('2019-03-22 22:45:00'), Timestamp('2019-03-22 22:58:00'), Timestamp('2019-03-22 22:22:00')]",B,2019-03-22 22:45:00,B,2019-03-22 22:58:00,B,2019-03-22 22:22:00,,,,,,,,,,
2019-03-22 23:59:00,5,['D' 'D' 'D' 'C' 'B'],"[Timestamp('2019-03-22 23:04:00'), Timestamp('2019-03-22 23:44:00'), Timestamp('2019-03-22 23:29:00'), Timestamp('2019-03-22 23:09:00'), Timestamp('2019-03-22 23:14:00')]",D,2019-03-22 23:04:00,D,2019-03-22 23:44:00,D,2019-03-22 23:29:00,C,2019-03-22 23:09:00,B,2019-03-22 23:14:00,,,,,,
2019-03-23 00:59:00,5,['B' 'A' 'D' 'B' 'A'],"[Timestamp('2019-03-23 00:33:00'), Timestamp('2019-03-23 00:36:00'), Timestamp('2019-03-23 00:04:00'), Timestamp('2019-03-23 00:51:00'), Timestamp('2019-03-23 00:00:00')]",B,2019-03-23 00:33:00,A,2019-03-23 00:36:00,D,2019-03-23 00:04:00,B,2019-03-23 00:51:00,A,2019-03-23 00:00:00,,,,,,
